title,price,location,room,bath,size,type,purpose,updated,link
Are You Thinking Of Expanding Your Business? See This Commercial Space Covering 2050 Sq. Ft. Located In Begum Rokeya Sharani-east Kazipara.,1.1 Lakh,"West Kazipara, Mirpur, Dhaka",,,"2,050 sqft",Floor,For Rent,8 September 2022,https://www.bproperty.com//en/property/details-3425735.html
"Make This 2000 Sq Ft Rental Office Your Business Location, Which Is Located In Uttara 11",3 Lakh,"Sector 11, Uttara, Dhaka",,,"2,000 sqft",Floor,For Rent,10 October 2022,https://www.bproperty.com//en/property/details-5520253.html
Well Structured 11000 Sq Ft Office Is Vacant For Rent At This Moment In Mirpur 10,3.85 Lakh,"Block D, Section 10, Mirpur, Dhaka",,,"11,000 sqft",Floor,For Rent,20 January 2021,https://www.bproperty.com//en/property/details-5068916.html
5224 Sq Ft Commercial Space For Rent In Gulshan,12.54 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"5,224 sqft",Floor,For Rent,27 March 2022,https://www.bproperty.com//en/property/details-3485720.html
2500 Sq Ft Office Is Available To Rent In Dhanmondi,2.5 Lakh,"Dhanmondi, Dhaka",,,"2,500 sqft",Floor,For Rent,19 March 2023,https://www.bproperty.com//en/property/details-4006527.html
"Remarkable Commercial Space Is Vacant For Rent In Badda, Middle Badda.",67.38 Thousand,"Badda, Dhaka",,,"2,246 sqft",Floor,For Rent,14 January 2021,https://www.bproperty.com//en/property/details-5053573.html
"1800 Sq Ft A Fully Fitted Elegant Office Is Available For Rent At West Kazipara, Mirpur",80 Thousand,"West Kazipara, Mirpur, Dhaka",,,"1,800 sqft",Floor,For Rent,25 September 2023,https://www.bproperty.com//en/property/details-5600237.html
Wonderful Commercial Space Of 2900 Sq Ft Is Available For Rent In Banasree,1.5 Lakh,"Block G, Banasree, Dhaka",,,"2,900 sqft",Floor,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5486233.html
A 7800 Sq Ft Commercial Floor Is Available For Rent Which Is Located In Dhanmondi,19.5 Lakh,"Dhanmondi, Dhaka",,,"7,800 sqft",Floor,For Rent,13 August 2023,https://www.bproperty.com//en/property/details-5594211.html
5275 Sq Ft Commercial Floor For Rent In Gulshan,15.82 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"5,275 sqft",Floor,For Rent,27 March 2022,https://www.bproperty.com//en/property/details-3485719.html
Lucrative Business Space Up For Rent In Shegunbagicha Near To Ministry Of Land,4.5 Lakh,"Shegunbagicha, Dhaka",,,"5,000 sqft",Floor,For Rent,8 August 2022,https://www.bproperty.com//en/property/details-1914619.html
Well-constructed 1600 Sq Ft Commercial Floor Is Now Offering To You In Banasree For Rent,50 Thousand,"Block H, Banasree, Dhaka",,,"1,600 sqft",Floor,For Rent,6 March 2023,https://www.bproperty.com//en/property/details-5092409.html
We Bring You A Spacious And Well Fitted 11000 Sq Ft Commercial Space For Rent In Mirpur 10.,3.85 Lakh,"Block D, Section 10, Mirpur, Dhaka",,,"11,000 sqft",Floor,For Rent,20 January 2021,https://www.bproperty.com//en/property/details-5068914.html
Mirpur -10 Is Offering A 11000 Sq Ft Commercial Space For Rent To Pick It For Your Next Office,3.85 Lakh,"Block D, Section 10, Mirpur, Dhaka",,,"11,000 sqft",Floor,For Rent,20 January 2021,https://www.bproperty.com//en/property/details-5068915.html
Invest In This 3800 Sq Ft Commercial Space For Rent In Gulshan 2,9.5 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"3,800 sqft",Floor,For Rent,19 September 2023,https://www.bproperty.com//en/property/details-3473161.html
An Office Space Is Vacant For Rent In Wari Near To Nibedita Shisu Hospital Limited,3 Lakh,"Wari, Sutrapur, Dhaka",,,"2,800 sqft",Floor,For Rent,2 May 2023,https://www.bproperty.com//en/property/details-1921733.html
A Very Aesthetic 1350 Sq. Ft. Business Space Is Up For Rent In The Most Convenient Location Of Green Road Near To Dhaka International University.,2 Lakh,"Kathalbagan, Dhaka",,,"1,350 sqft",Floor,For Rent,22 February 2021,https://www.bproperty.com//en/property/details-1794333.html
"Commercial Space Of 3500 Sq Ft Is Vacant For Rent In Road No 2, Uttara 11",2.27 Lakh,"Sector 11, Uttara, Dhaka",,,"3,500 sqft",Floor,For Rent,9 February 2023,https://www.bproperty.com//en/property/details-5008789.html
Tejgaon Industrial Area Is Offering A 10000 Sq Ft Commercial Space For Rent To Pick It For Your Next Office,5 Lakh,"Tejgaon, Dhaka",,,"10,000 sqft",Floor,For Rent,24 August 2021,https://www.bproperty.com//en/property/details-5314673.html
3995 Square Feet Commercial Floor With Great Possibilities Is For Rent In Gulshan 1,5.99 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,995 sqft",Floor,For Rent,9 February 2023,https://www.bproperty.com//en/property/details-5541588.html
3995 Square Feet Business Space For Rent In Gulshan 1,5.99 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,995 sqft",Floor,For Rent,13 February 2023,https://www.bproperty.com//en/property/details-5541586.html
"This Vacant Office Space Of 1200 Sq Ft Situated In Lalkhan Bazaar, Is Up For Rent",7.2 Lakh,"Dampara, 14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar, Chattogram",,,"1,200 sqft",Floor,For Rent,24 January 2021,https://www.bproperty.com//en/property/details-5023659.html
"Verify This 3360 Sq Ft Commercial Space Open For Rent In Dhanmondi, Satmasjid Road",4.7 Lakh,"Dhanmondi, Dhaka",,,"3,360 sqft",Floor,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-4479449.html
Readily Available A Nice 3200 Sq Ft Commercial Space At Middle Badda,2.4 Lakh,"Middle Badda, Badda, Dhaka",,,"3,200 sqft",Floor,For Rent,2 August 2023,https://www.bproperty.com//en/property/details-4773170.html
10000 Square Feet Commercial Floor At Tejgaon Industrial Area Is For Rent,5 Lakh,"Tejgaon, Dhaka",,,"10,000 sqft",Floor,For Rent,24 August 2021,https://www.bproperty.com//en/property/details-5314677.html
A Spacious And Well Fitted 10000 Sq Ft Commercial Space Is Up For Rent In Tejgaon Industrial Area,5 Lakh,"Tejgaon, Dhaka",,,"10,000 sqft",Floor,For Rent,24 August 2021,https://www.bproperty.com//en/property/details-5314675.html
"This Vacant Commercial Floor Of 3000 Sq Ft Situated In Tejgaon, Is Up For Rent",6.6 Lakh,"Tejgaon, Dhaka",,,"3,000 sqft",Floor,For Rent,13 August 2023,https://www.bproperty.com//en/property/details-5594739.html
2200 Square Feet Large Commercial Space Is For Rent Very Close To Tikatuly Jame Masjid,50 Thousand,"Tikatuli, Sutrapur, Dhaka",,,"2,200 sqft",Floor,For Rent,2 July 2020,https://www.bproperty.com//en/property/details-2027024.html
1800 Square Feet Open Floor Is For Rent At Uttara-7.,2.6 Lakh,"Sector 7, Uttara, Dhaka",,,"1,800 sqft",Floor,For Rent,16 August 2020,https://www.bproperty.com//en/property/details-2047018.html
Offering You A Very Spacious 4200 Sq Ft Open Floor For Rent In Mirpur Near To Begum Rokeya Soroni,1.47 Lakh,"West Kazipara, Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,31 August 2022,https://www.bproperty.com//en/property/details-1752475.html
2200 Sq. ft Commercial Space Is For Rent Near By Tikatuly Jame Masjid.,60 Thousand,"Tikatuli, Sutrapur, Dhaka",,,"2,200 sqft",Floor,For Rent,2 July 2020,https://www.bproperty.com//en/property/details-2027022.html
Invest In This 4500 Square Feet Commercial Space For Rent In Badda,4.14 Lakh,"Badda, Dhaka",,,"4,500 sqft",Floor,For Rent,18 September 2023,https://www.bproperty.com//en/property/details-3377782.html
"This Business Space Is For Rent Situated In Sonargaon Janapath, Sector 11, Uttara.",1.8 Lakh,"Sector 11, Uttara, Dhaka",,,"1,760 sqft",Floor,For Rent,7 June 2022,https://www.bproperty.com//en/property/details-5028169.html
Invest In This 3995 Square Feet Open Floor For The Rent In Gulshan 1,5.99 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,995 sqft",Floor,For Rent,12 February 2023,https://www.bproperty.com//en/property/details-5541585.html
An Office Space Is Vacant For Rent In Bir Uttam Rafiqul Islam Avenue Near To Bepari Shopping Complex,89.95 Thousand,"Badda, Dhaka",,,"1,999 sqft",Floor,For Rent,14 September 2023,https://www.bproperty.com//en/property/details-1872266.html
"Start Your Business In This 5000 Sq Ft Commercial Floor Rent In Hatir Jheel Link Road, Tejgaon",6.5 Lakh,"Tejgaon, Dhaka",,,"5,000 sqft",Floor,For Rent,13 August 2023,https://www.bproperty.com//en/property/details-5594751.html
"Deal With Your Business In A 5000 Sq Ft Commercial Floor With A Convenient Rent Located At Hatir Jheel Link Road, Tejgaon",6.5 Lakh,"Tejgaon, Dhaka",,,"5,000 sqft",Floor,For Rent,16 August 2023,https://www.bproperty.com//en/property/details-5594747.html
Checkout This 6000 Square Feet Commercial Floor For Rent In Gulshan 1,7.2 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"6,000 sqft",Floor,For Rent,10 August 2023,https://www.bproperty.com//en/property/details-5594111.html
"Grab This 2500 Sq Ft Commercial Floor For Rent In East Kazipara, Mirpur",1.25 Lakh,"East Kazipara, Mirpur, Dhaka",,,"2,500 sqft",Floor,For Rent,17 August 2023,https://www.bproperty.com//en/property/details-5465134.html
See This Office Space For Rent Located In Double Mooring Near To Prime Bank Limited,2.5 Lakh,"Double Mooring, Chattogram",,,"3,600 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1970650.html
Tastefully Designed This 3200 Sq Ft Office Is Now Vacant For Rent In Middle Badda,2.08 Lakh,"Middle Badda, Badda, Dhaka",,,"3,200 sqft",Floor,For Rent,13 March 2023,https://www.bproperty.com//en/property/details-4773176.html
Plan To Move In This 3200 Sq Ft Office Which Is Up To Rent In Badda,2.08 Lakh,"Middle Badda, Badda, Dhaka",,,"3,200 sqft",Floor,For Rent,13 March 2023,https://www.bproperty.com//en/property/details-4773177.html
3200 Sq Ft Office Is Available To Rent In Badda,2.08 Lakh,"Middle Badda, Badda, Dhaka",,,"3,200 sqft",Floor,For Rent,13 March 2023,https://www.bproperty.com//en/property/details-4773172.html
"Use This 4500 Sq Ft Rental Property As Your Business Space, Located At Badda",1.8 Lakh,"Middle Badda, Badda, Dhaka",,,"4,500 sqft",Floor,For Rent,13 March 2023,https://www.bproperty.com//en/property/details-5558471.html
A Commercial Space Is Available For Rent In Badda Nearby Bepari Shopping Complex,60.62 Thousand,"Badda, Dhaka",,,"1,347 sqft",Floor,For Rent,14 September 2023,https://www.bproperty.com//en/property/details-1872268.html
1200 Sq Ft Commercial Floor For Rent In Mirpur-10,70 Thousand,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"1,200 sqft",Floor,For Rent,14 February 2023,https://www.bproperty.com//en/property/details-3936530.html
"3200 Square Feet Commercial Space For Rent In Middle Badda, Link Road",2.24 Lakh,"Middle Badda, Badda, Dhaka",,,"3,200 sqft",Floor,For Rent,27 February 2023,https://www.bproperty.com//en/property/details-4773173.html
"Rent This 1550 Sq Ft Commercial Area In West Kazipara, Mirpur",75 Thousand,"West Kazipara, Mirpur, Dhaka",,,"1,550 sqft",Floor,For Rent,10 September 2023,https://www.bproperty.com//en/property/details-5596582.html
"Make This 3200 Sq Ft Rental Office Your Business Location, Which Is Located In Badda",2.4 Lakh,"Middle Badda, Badda, Dhaka",,,"3,200 sqft",Floor,For Rent,13 March 2023,https://www.bproperty.com//en/property/details-4773168.html
"1550 Sq Ft Commercial Space For Rent In West Kazipara, Mirpur",80 Thousand,"West Kazipara, Mirpur, Dhaka",,,"1,550 sqft",Floor,For Rent,10 September 2023,https://www.bproperty.com//en/property/details-5596580.html
2000 Sq Ft Commercial Floor Is For Rent In Uttara-4,1.2 Lakh,"Sector 4, Uttara, Dhaka",,,"2,000 sqft",Floor,For Rent,12 April 2023,https://www.bproperty.com//en/property/details-3391392.html
"1200 Sq Ft Commercial Space With All Facilities Is For Rent In Ibrahimpur, Gedu Matabor Road",72 Thousand,"Ibrahimpur, Dhaka",,,"1,200 sqft",Floor,For Rent,7 September 2023,https://www.bproperty.com//en/property/details-5592090.html
"Use This 1540 Sq Ft Rental Property as Your Office, Located At Jamal Khan",1.54 Lakh,"Jamal Khan, Chattogram",,,"1,540 sqft",Floor,For Rent,15 July 2021,https://www.bproperty.com//en/property/details-5303943.html
"Invest In This 1550 Sq Ft Commercial Floor Up For Rent In West Kazipara, Mirpur",75 Thousand,"West Kazipara, Mirpur, Dhaka",,,"1,550 sqft",Floor,For Rent,10 September 2023,https://www.bproperty.com//en/property/details-5596581.html
3360 Sq Ft Spacious Commercial Open Floor For Rent In Dhanmondi,3.7 Lakh,"Dhanmondi, Dhaka",,,"3,360 sqft",Floor,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-4479457.html
A business space is up for Rent in the location of Gulshan near Dhaka Bank Limited,5.4 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,500 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1964618.html
"4200 Sq Ft Spacious Commercial Floor Is For Rent In West Kazipara, Mirpur",1.26 Lakh,"West Kazipara, Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,31 August 2022,https://www.bproperty.com//en/property/details-3425825.html
Grab This 4100 Sq Ft Commercial Floor For Rent In 15 No. Bagmoniram Ward,3.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"4,100 sqft",Floor,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5379262.html
"4200 Sq Ft Commercial Floor Of Best Quality Is For Rent In West Kazipara, Mirpur",1.26 Lakh,"West Kazipara, Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,31 August 2022,https://www.bproperty.com//en/property/details-3425824.html
Commercial Floor Of 8500 Sq Ft Is Up For Rent In Double Mooring,5.1 Lakh,"Double Mooring, Chattogram",,,"8,500 sqft",Floor,For Rent,2 February 2021,https://www.bproperty.com//en/property/details-5100427.html
A Desirable 4100 Sq Ft Commercial Floor For Rent In 15 No. Bagmoniram Ward,4 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"4,100 sqft",Floor,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5379258.html
"2200 Square Feet Commercial Floor Is Up For Rent In Badda, South Baridhara Residential Area",60 Thousand,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",,,"2,200 sqft",Floor,For Rent,27 July 2023,https://www.bproperty.com//en/property/details-4969982.html
"We Are Presenting This 2800 Sq Ft Commercial Floor For Rent Which Is Located In Sector 3, Uttara",5.04 Lakh,"Sector 3, Uttara, Dhaka",,,"2,800 sqft",Floor,For Rent,12 August 2023,https://www.bproperty.com//en/property/details-5594124.html
"Make This 3200 Sq Ft Office Your Next Business Location, Which Is Up To Rent In Badda",2.08 Lakh,"Middle Badda, Badda, Dhaka",,,"3,200 sqft",Floor,For Rent,9 March 2023,https://www.bproperty.com//en/property/details-5555279.html
Readily Available A Nice 3500 Sq Ft Commercial Space At Nasirabad,1.8 Lakh,"Nasirabad, 15 No. Bagmoniram Ward, Chattogram",,,"3,500 sqft",Floor,For Rent,31 August 2023,https://www.bproperty.com//en/property/details-4414316.html
A 2600 Square Feet Spacious Commercial Floor For Rent At Elephant Road,1.82 Lakh,"New Market, Dhaka",,,"2,600 sqft",Floor,For Rent,28 October 2021,https://www.bproperty.com//en/property/details-5237289.html
"Start Your Business In This 1550 Sq Ft Commercail Floor For Rent In West Kazipara, Mirpur",80 Thousand,"West Kazipara, Mirpur, Dhaka",,,"1,550 sqft",Floor,For Rent,4 September 2023,https://www.bproperty.com//en/property/details-5596578.html
"Grab This 2200 Square Feet Commercial Floor Set For Rent In South Baridhara Residential Area, Badda",60 Thousand,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",,,"2,200 sqft",Floor,For Rent,27 July 2023,https://www.bproperty.com//en/property/details-4969984.html
This Vacant Commercial Floor Of 1550 Sq Ft Situated In West Kazipara Is Up For Rent,80 Thousand,"West Kazipara, Mirpur, Dhaka",,,"1,550 sqft",Floor,For Rent,4 September 2023,https://www.bproperty.com//en/property/details-5596579.html
Invest In This 2900 Square Feet Open Floor Ready For Rent In Uttara-3,5.22 Lakh,"Sector 3, Uttara, Dhaka",,,"2,900 sqft",Floor,For Rent,14 August 2023,https://www.bproperty.com//en/property/details-5594125.html
3360 Sq Ft Commercial Floor Is Awaiting For You To Rent In Dhanmondi,3.7 Lakh,"Dhanmondi, Dhaka",,,"3,360 sqft",Floor,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-4479453.html
For Rental Purpose 3200 Square Feet Well-constructed Office Is Available In Middle Badda,2.08 Lakh,"Middle Badda, Badda, Dhaka",,,"3,200 sqft",Floor,For Rent,9 March 2023,https://www.bproperty.com//en/property/details-5555280.html
An Office Space Of 4000 Sq. Ft Is Vacant For Rent In East Rampura Near To Rupali Bank Limited,1.6 Lakh,"East Rampura, Rampura, Dhaka",,,"4,000 sqft",Floor,For Rent,3 July 2023,https://www.bproperty.com//en/property/details-4939291.html
"1550 Sq Ft Commercial Floor For Rent In West Kazipara, Mirpur",80 Thousand,"West Kazipara, Mirpur, Dhaka",,,"1,550 sqft",Floor,For Rent,4 September 2023,https://www.bproperty.com//en/property/details-5596577.html
A 4500 Sq. Ft Business Space Is Up For Rent In The Location Of Mirpur Near Dhaka Commerce College.,1.8 Lakh,"Section 2, Mirpur, Dhaka",,,"4,500 sqft",Floor,For Rent,25 July 2023,https://www.bproperty.com//en/property/details-1908326.html
16700 Square Feet Commercial Space With Desirable Business Scopes Is Up For Rent In Gulshan 2,16.7 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"16,700 sqft",Floor,For Rent,2 January 2022,https://www.bproperty.com//en/property/details-4300069.html
A Commercial Floor Is Available For Rent In Gulshan Nearby Agora,2.8 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"2,800 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1966084.html
A 4000 Square Feet Business Space Is Up For Rent In The Location Of East Rampura,1.6 Lakh,"East Rampura, Rampura, Dhaka",,,"4,000 sqft",Floor,For Rent,3 July 2023,https://www.bproperty.com//en/property/details-4939290.html
A Commercial Space Is Available For Rent In Double Mooring Nearby Osman Goni Jame Masjid,1.26 Lakh,"Double Mooring, Chattogram",,,"3,606 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1954962.html
"In Double Mooring, You'll Find This 3,604 SQ FT Lucrative and Proper Business Space For Rent",1.26 Lakh,"Double Mooring, Chattogram",,,"3,604 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1954960.html
This Large Commercial Space In Banasree Is Up For Rent With An Area Of 2600 Sq Ft,1.5 Lakh,"Banasree, Dhaka",,,"2,600 sqft",Floor,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-5345538.html
