title,price,location,room,bath,size,type,purpose,updated,link
A 1250 Sq. Ft Commercial Apartment Is Available For Rent In Halishahar Nearby Eden Garden Community Centre,35 Thousand,"Halishahar, Chattogram",,,"1,250 sqft",Apartment,For Rent,15 December 2021,https://www.bproperty.com//en/property/details-1966127.html
"3000 Sq Ft Commercial Space For Rent In Panchlaish Residential Area, Road No 1",1.5 Lakh,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",,,"3,000 sqft",Apartment,For Rent,4 June 2023,https://www.bproperty.com//en/property/details-2053808.html
2460 Sq Ft Commercial Apartment Is Up For Rent In Tejgaon,1.6 Lakh,Dhaka,,,"2,460 sqft",Apartment,For Rent,23 May 2023,https://www.bproperty.com//en/property/details-5574208.html
A 1200 Sq. Ft Commercial Space Is Available For Rent In Halishahar Nearby Dr. Fazlul Hazera Degree College,25 Thousand,"Halishahar, Chattogram",,,"1,200 sqft",Apartment,For Rent,15 December 2021,https://www.bproperty.com//en/property/details-1966723.html
A Commercial Space Is Available For Rent In Halishahar Nearby Monsur Market Mosque.,33 Thousand,"Halishahar, Chattogram",,,"1,100 sqft",Apartment,For Rent,22 December 2021,https://www.bproperty.com//en/property/details-1930793.html
See This 1200 Sq. Ft. Masterful Commercial Space Up For Rent In Enayet Bazaar Near To Madarbari S Colony Primary School,50 Thousand,"22 No. Enayet Bazaar Ward, Chattogram",,,"1,200 sqft",Apartment,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-1825945.html
"A 700 Sq Ft Commercial Apartment Is Ready For Rent At Gawair, Dakshin Khan",15 Thousand,"Gawair, Dakshin Khan, Dhaka",,,700 sqft,Apartment,For Rent,10 October 2022,https://www.bproperty.com//en/property/details-3281048.html
"Commercial Apartment Of 3000 Sq Ft Is For Rent In Ashulia, Baipail",1.38 Lakh,"Baipail, Ashulia, Savar, Dhaka",,,"5,500 sqft",Apartment,For Rent,23 August 2022,https://www.bproperty.com//en/property/details-4983511.html
1400 Sq Ft Commercial Space With Best Business Opportunities Is Up For Rent In Mohammadpur,35 Thousand,"Mohammadpur, Dhaka",,,"1,400 sqft",Apartment,For Rent,1 June 2022,https://www.bproperty.com//en/property/details-4254152.html
Grab This Amazing 2500 Sq Ft Commercial Area For Rent In Motijheel,3.75 Lakh,"Motijheel, Dhaka",,,"2,500 sqft",Apartment,For Rent,20 March 2023,https://www.bproperty.com//en/property/details-5296017.html
Visit This 1800 Sq Ft Commercial Property For Rent At Halishahar,70 Thousand,"Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,800 sqft",Apartment,For Rent,6 November 2021,https://www.bproperty.com//en/property/details-5198169.html
"1285 Sq Ft Office Area Is Available For Rent In Merul Badda, Progoti Sorony",45 Thousand,"Merul Badda, Badda, Dhaka",,,"1,285 sqft",Apartment,For Rent,29 August 2023,https://www.bproperty.com//en/property/details-3133957.html
Check This Commercial Apartment Is Up For Rent At Halishahar Near Cambrian School And College.,20 Thousand,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,900 sqft,Apartment,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1993630.html
750 Sq. ft. Commercial Area Is Ready To Rent In Mirpur-10,40 Thousand,"Block A, Section 10, Mirpur, Dhaka",,,750 sqft,Apartment,For Rent,8 November 2022,https://www.bproperty.com//en/property/details-3641647.html
"1885 Sq Ft Commercial Area Is Up For Rent In Uttara, Sector 7",55 Thousand,"Sector 7, Uttara, Dhaka",,,"1,885 sqft",Apartment,For Rent,31 January 2023,https://www.bproperty.com//en/property/details-2012845.html
This Large 1400 Square Feet Commercial Apartment Ready For Rent At Halishahar,35 Thousand,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,400 sqft",Apartment,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-2062965.html
2000 Square Feet Large Commercial Apartment For Rent At South Chalabon.,60 Thousand,"South Chalabon, Dakshin Khan, Dhaka",,,"2,000 sqft",Apartment,For Rent,15 March 2021,https://www.bproperty.com//en/property/details-5183994.html
Set Up Your New 1200 Sq. Ft Commercial Space In The Location Of Mohammadpur Nearby Mohammadpur Government High School For Rent.,33 Thousand,"Mohammadpur, Dhaka",,,"1,200 sqft",Apartment,For Rent,18 May 2023,https://www.bproperty.com//en/property/details-2030518.html
Take a Look at This 1200 Sq Ft Office to Rent in Rampura,25 Thousand,"Bou Bazar, East Hazipara, East Rampura, Rampura, Dhaka",,,"1,200 sqft",Apartment,For Rent,28 January 2023,https://www.bproperty.com//en/property/details-3308664.html
"Verify This 1200 Sq Ft Commercial Area Up For Rent In Mohammadpur, Humayun Road",30 Thousand,"Mohammadpur, Dhaka",,,"1,200 sqft",Apartment,For Rent,18 May 2023,https://www.bproperty.com//en/property/details-3637804.html
At Halishahar Housing Estate A 1400 Sq. Ft Commercial Space Is Up For Rent.,35 Thousand,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,400 sqft",Apartment,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-2062950.html
A Well-constructed Beautiful 1500 Sq Ft Commercial Space Is Ready To Rent In East Nasirabad,1.05 Lakh,"East Nasirabad, Chattogram",,,"1,500 sqft",Apartment,For Rent,28 May 2021,https://www.bproperty.com//en/property/details-4286757.html
1520 Sq Ft Commercial Property For Rent In Halishahar Housing Estate For Well Business.,66 Thousand,"Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,520 sqft",Apartment,For Rent,5 September 2021,https://www.bproperty.com//en/property/details-5198167.html
750 Sq. ft. Commercial Space Is Ready To Rent In Mirpur-10,40 Thousand,"Block A, Section 10, Mirpur, Dhaka",,,750 sqft,Apartment,For Rent,8 November 2022,https://www.bproperty.com//en/property/details-1951604.html
This 1400 Sq. Ft Large Commercial Apartment Ready For Rent At Halishahar,32 Thousand,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,400 sqft",Apartment,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-2063010.html
A Large 1400 Square Feet Commercial Apartment Ready For Rent At Halishahar,30 Thousand,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,400 sqft",Apartment,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-2063040.html
A Commercial Space Is Available For Rent In Bagmoniram Nearby Royal Hospital Private Ltd.,1.68 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,400 sqft",Apartment,For Rent,14 July 2022,https://www.bproperty.com//en/property/details-1921420.html
"5700 Square Commercial Space Is Up For Rent In Nabi Nagar Housing, Mohammadpur",2.85 Lakh,"Nabi Nagar Housing, Mohammadpur, Dhaka",,,"5,700 sqft",Apartment,For Rent,22 March 2021,https://www.bproperty.com//en/property/details-5190304.html
This 6200 Sq Ft Commercial Space Is Ready For Rent At Mehidibag,3.1 Lakh,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",,,"6,200 sqft",Apartment,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5492147.html
A 1500 Sq. ft Commercial Apartment Ready For Rent At Halishahar Housing Estate,35 Thousand,"Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,500 sqft",Apartment,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-2062975.html
"Near Senpara Jame Masjid Office for rent in Mirpur, Senpara Parbata",1.1 Lakh,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"2,800 sqft",Apartment,For Rent,10 April 2023,https://www.bproperty.com//en/property/details-1915305.html
This Commercial Apartment Is Available For Rent At Niketan With An Affordable Deal,1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,8 August 2022,https://www.bproperty.com//en/property/details-5009367.html
Set Up Your New Office In The Busiest Location Of Uttara As A 2300 Sq. Ft. Commercial Space Is Prepared To Be Rented Nearby International Hope School Bangladesh,80 Thousand,"Sector 1, Uttara, Dhaka",,,"2,300 sqft",Apartment,For Rent,13 July 2023,https://www.bproperty.com//en/property/details-1889842.html
"Commercial Space Of 3000 Sq Ft Is Vacant For Rent In Niketan, Block E",1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,12 May 2022,https://www.bproperty.com//en/property/details-5009361.html
Office For Rent In Commercial Hub Banani,9.73 Lakh,"Banani, Dhaka",,,"5,900 sqft",Apartment,For Rent,20 November 2021,https://www.bproperty.com//en/property/details-1916974.html
Commercial Apartment Of 3000 Sq Ft Is For Rent In Niketan.,1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,12 May 2022,https://www.bproperty.com//en/property/details-5009365.html
Office for Rent in Uttara close to Uttara Police Station,3 Lakh,"Sector 7, Uttara, Dhaka",,,"2,160 sqft",Apartment,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1906529.html
"3000 Sq Ft Commercial Space Is For Rent In Block E, Niketan",1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,12 May 2022,https://www.bproperty.com//en/property/details-5009357.html
Are You Thinking Of Expanding Your Business? See This Office Space Covering 3000 Sq. Ft. Located In Niketan .,1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,12 May 2022,https://www.bproperty.com//en/property/details-5009355.html
Take A Look At This 3000 Square Feet Commercial Office Space For Rent In Niketan .,1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,12 May 2022,https://www.bproperty.com//en/property/details-5009353.html
This Lucrative 3000 Sq. ft Commercial Space Up For Rent In Niketan .,1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,12 May 2022,https://www.bproperty.com//en/property/details-5009352.html
Set Up Your New Office Of 2000 Sq Ft Which Is Ready To Rent In The Location Of Nischintapur.,40 Thousand,"Bangla Bazar, Nischintapur, Ashulia, Savar, Dhaka",,,"2,000 sqft",Apartment,For Rent,10 February 2022,https://www.bproperty.com//en/property/details-5008852.html
1000 Sq Ft Office Is Available to Rent in Bibirhat,80 Thousand,"7 No. West Sholoshohor Ward, Chattogram",,,"1,000 sqft",Apartment,For Rent,1 March 2023,https://www.bproperty.com//en/property/details-5501189.html
850 Sq Ft Commercial Apartment Waiting To Be Rented In Uttar Badda,30 Thousand,"Uttar Badda, Badda, Dhaka",,,850 sqft,Apartment,For Rent,11 September 2023,https://www.bproperty.com//en/property/details-3124929.html
A 810 Sq Ft Commercial Apartment Is Available For Rent Which Is Located In Uttar Badda,30 Thousand,"Uttar Badda, Badda, Dhaka",,,810 sqft,Apartment,For Rent,11 September 2023,https://www.bproperty.com//en/property/details-3124940.html
3000 Square Feet Commercial Apartment For Rent In Niketan,1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,12 May 2022,https://www.bproperty.com//en/property/details-5009359.html
Offering you 1725 SQ FT office to Rent in Uttara 10,40 Thousand,"Sector 10, Uttara, Dhaka",,,"1,725 sqft",Apartment,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1750540.html
"Best Location For Your Office, This 2800 Sq Ft Business Space Is Ready To Rent At Indira Road, Tejgaon",2 Lakh,"Tejgaon, Dhaka",,,"2,800 sqft",Apartment,For Rent,15 May 2023,https://www.bproperty.com//en/property/details-3313633.html
Property For Rent In Cda Avenue– 3000 Sq Ft Office,80 Thousand,"15 No. Bagmoniram Ward, Chattogram",,,"3,000 sqft",Apartment,For Rent,25 January 2023,https://www.bproperty.com//en/property/details-5541365.html
Acquire This 1800 Sq Ft Commercial Apartment Which Is Up For Rent In 16 No. Chawk Bazaar Ward .,1.17 Lakh,"16 No. Chawk Bazaar Ward, Chattogram",,,"1,800 sqft",Apartment,For Rent,19 April 2022,https://www.bproperty.com//en/property/details-5483101.html
3000 Sq Ft Commercial Apartment For Rent In 16 No. Chawk Bazaar Ward,1.5 Lakh,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",,,"3,000 sqft",Apartment,For Rent,4 June 2023,https://www.bproperty.com//en/property/details-2053804.html
1000 Square Feet Commercial Apartment is for Rent in Uttara 4,30 Thousand,"Sector 4, Uttara, Dhaka",,,"1,000 sqft",Apartment,For Rent,10 August 2022,https://www.bproperty.com//en/property/details-1954657.html
"3000 Sq Ft Commercial Space For Rent In Block E, Niketan",1.65 Lakh,"Block E, Niketan, Dhaka",,,"3,000 sqft",Apartment,For Rent,12 May 2022,https://www.bproperty.com//en/property/details-5009363.html
"Remarkable Work Space Is Up For Rent In Gulshan 2, Nearby Sea Breeze International School",1.5 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"2,500 sqft",Apartment,For Rent,17 October 2022,https://www.bproperty.com//en/property/details-1918568.html
Check This Commercial Apartment Up For Rent At Uttara Near Shanto-mariam University Of Creative Technology.,30 Thousand,"Sector 13, Uttara, Dhaka",,,"1,450 sqft",Apartment,For Rent,8 January 2023,https://www.bproperty.com//en/property/details-1930592.html
Property For Rent In Cda Avenue– 1300 Sq Ft Office,30 Thousand,"15 No. Bagmoniram Ward, Chattogram",,,"1,300 sqft",Apartment,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5541367.html
3200 Sq Ft Wonderful Commercial Space For Rent In 15 No. Bagmoniram Ward,1.2 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"3,200 sqft",Apartment,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5561038.html
"In Uttara Nearby Cemetery Masjid, Business Space Is Ready For Rent.",45 Thousand,"Sector 12, Uttara, Dhaka",,,"1,600 sqft",Apartment,For Rent,17 April 2023,https://www.bproperty.com//en/property/details-1926313.html
Spend Less And Get More! Acquire This 1650 Sq. Ft. Exclusive Commercial Space Up For Rent In Uttara Near To The Aga Khan School,50 Thousand,"Sector 4, Uttara, Dhaka",,,"1,650 sqft",Apartment,For Rent,19 August 2022,https://www.bproperty.com//en/property/details-1822047.html
3200 Sq. Ft Commercial Space Is Vacant For Rent In Halishahar Housing Estate,68 Thousand,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"3,200 sqft",Apartment,For Rent,8 August 2023,https://www.bproperty.com//en/property/details-2039268.html
Office for Rent in Halishahar close to Halishahar Bazar,1.6 Lakh,"Halishahar, Chattogram",,,"4,000 sqft",Apartment,For Rent,22 December 2021,https://www.bproperty.com//en/property/details-1881819.html
This 900 Sq Ft Commercial Office Is Ready For Rent At Halishahar,20 Thousand,"Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,900 sqft,Apartment,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-5090062.html
"This 2,000 Sq. Ft Commercial Apartment Ready For Rent At Halishahar Housing Estate",1.66 Lakh,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"2,000 sqft",Apartment,For Rent,23 January 2022,https://www.bproperty.com//en/property/details-4345259.html
This Commercial Space In Halishahar Is Up For Rent In A Wonderful Neighborhood,20 Thousand,"Block G, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,900 sqft,Apartment,For Rent,20 December 2021,https://www.bproperty.com//en/property/details-4671278.html
"This Commercial Property Of 1800 Sq Ft Is For Rent At Block L, 26 No. North Halishahar Ward",70 Thousand,"Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,800 sqft",Apartment,For Rent,6 November 2021,https://www.bproperty.com//en/property/details-5198171.html
A Commercial Property Is Up For Rent At 26 No. North Halishahar Ward,70 Thousand,"Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,800 sqft",Apartment,For Rent,6 November 2021,https://www.bproperty.com//en/property/details-5198170.html
A 1335 Square Feet Commercial Apartment Is Available At Ecb Main Road Is For Rent,32 Thousand,"Manikdi, Cantonment, Dhaka",,,"1,335 sqft",Apartment,For Rent,18 June 2023,https://www.bproperty.com//en/property/details-5493606.html
Create A New Standard In Your Business By Renting This Profitable Area Of 2625 Sq Ft In Mirpur-10,1.1 Lakh,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"2,625 sqft",Apartment,For Rent,10 April 2023,https://www.bproperty.com//en/property/details-4167356.html
